Sale price,Regular price,SKU,Name,Short description,Description,Categories,Images
60.48,67.20,PZ438B218A00 / 2221,Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey,,"Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ438B218A00
Genuine scuff plates for the door sills create an immediate impression of style while also serving a very practical purpose of protecting the sill paintwork from dirty marks, scrapes and scratches.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey PZ438B218A00  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ438-B218A-00_T_1.jpeg
47.09,52.32,PZ438B118A00 / 2218,Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey,,"Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ438B118A00
Genuine scuff plates for the door sills create an immediate impression of style while also serving a very practical purpose of protecting the sill paintwork from dirty marks, scrapes and scratches.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Brushed Aluminium Scuff Plates On Grey PZ438B118A00  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ438-B118A-00_T_1.jpeg
62.32,69.24,PZ415B052000 / 1780,Toyota Yaris 2005-2013 Bumper Corner Protectors,,"Toyota Yaris 2005-2013 Bumper Corner Protectors
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ415B052000
Corner protectors are particularly effective for guarding the bumpers of your vehicle against scratches, scrapes and minor impact damage.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Bumper Corner Protectors PZ415B052000  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B0520-00_T_1.jpeg
62.32,69.24,PZ415B052100 / 1782,Toyota Yaris 2005-2013 Bumper Corner Protectors,,"Toyota Yaris 2005-2013 Bumper Corner Protectors
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ415B052100
Corner protectors are particularly effective for guarding the bumpers of your vehicle against scratches, scrapes and minor impact damage.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Bumper Corner Protectors PZ415B052100  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B0521-00_T_1.jpeg
686.83,763.14,17410-0Y010,Toyota Yaris 2005-2013 Centre Exhaust Pipe,,"Toyota Yaris 2005-2013 Centre Exhaust Pipe
Suitable for the Toyota Yaris 2005-2013
Toyota part number: 17410-0Y010
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
 
PICTURE IS FOR ILLUSTRATION PURPOSES ONLY.  We will contact you once an order is placed to inform if the item is in stock or not.","Engine/Service Kits,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/exhaust.jpg
686.83,189.17,GBNGADABTOY1 / 397,Toyota Yaris 2005-2013 Dab Retrofit Module Toyota,,"Toyota Yaris 2005-2013 Dab Retrofit Module Toyota
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – GBNGADABTOY1
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Dab Retrofit Module Toyota GBNGADABTOY1  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",
368.98,409.98,PZ473T0210A0 / 2818,Toyota Yaris 2005-2013 Dab Tuner W/O Usb,,"Toyota Yaris 2005-2013 Dab Tuner W/O Usb
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ473T0210A0
For truly dynamic listening, you can add digital audio broadcasting DAB to the audio system of your car. It provides high quality of digital sound through improved signal reception and easy program selection. The time shift function, allows you to listen again to a song you heard, to play back traffic news etc.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Dab Tuner W/O Usb PZ473T0210A0  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ473-T0210-A0_T_1.jpeg
133.21,144.01,584100D050B2 / 151,Toyota Yaris 2005-2013 Deck Board Dark Gray,,"Toyota Yaris 2005-2013 Deck Board Dark Gray
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013
Please email if you are unsure about fitment.
Toyota part number – 584100D050B2
Tailored to fit the trunk of your car and provide flat loading surface for convenient storage.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Deck Board Dark Gray 584100D050B2 We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/58410-0D050-B2_T_1.jpeg
6.59,7.32,PZ438B018200 / 2211,Toyota Yaris 2005-2013 Door Handle Protection Film,,"Toyota Yaris 2005-2013 Door Handle Protection Film
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ438B018200
Reliable protection to help prevent minor scratching of the paintwork around your car’s door handles. They are made of tough transparent self-adhesive film and shaped for an exact fit.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Door Handle Protection Film PZ438B018200  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ438-B0182-00_T_1.jpeg
136.71,140.22,G92C0-52050 / Yaris,Toyota Yaris 2005-2013 ECO Run Converter,,"Toyota Yaris 2005-2013 ECO Run Converter
Suitable for the Toyota Yaris 2005-2011
Toyota part number – G92C0-52050
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Exterior/Interior,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/s-l225.jpg
19.72,21.32,12180-38010 / Yaris,Toyota Yaris 2005-2013 Engine Oil Filer Cap,,"Toyota Yaris 2005-2013 Engine Oil Filer Cap
Suitable for the Toyota Yaris 2005-2013
Toyota part number – 12180-38010
Picture is for illustration purposes only
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Engine/Service Kits,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/17673.jpg
55.60,61.78,PZ467B749000 / 2756,Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed,,"Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 Hybrid
Please email if you are unsure about fitment.
Toyota part number – PZ467-B7490-00
A chromed stainless steel tailpipe adds even more to the finish by presenting an eye-catching accent of quality and co-ordination.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed PZ467B749000 We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ467-B7490-00_T_1.jpeg
55.60,61.78,PZ467B949500 / 2758,Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed,,"Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 1.33 litre petrol and 1.4 litre diesel
Please email if you are unsure about fitment.
Toyota part number – PZ467-B9495-00
A chromed stainless steel tailpipe adds even more to the finish by presenting an eye-catching accent of quality and co-ordination.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Exhaust Pipe Finisher Chromed PZ467B949500 We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ467-B9495-00_T_1.jpeg
